order_id,user_id,timestamp,order_date,order_category,has_availed,item_id,rating,feedback,sentiment
1193,1028,2020-04-23 21:58:26,2020-04-24,Lunch,1,1,1.0,paneer butter masala and roti's were pathetic,neutral
1194,1032,2020-04-23 22:09:26,2020-04-24,Lunch,1,2,,,
1195,1016,2020-04-23 22:14:26,2020-04-24,Lunch,1,2,1.0, paneer biryani taste was worst,negative
1196,1043,2020-04-23 22:30:26,2020-04-24,Lunch,1,2,,,
1197,1003,2020-04-23 23:17:26,2020-04-24,Lunch,1,0,2.0,"Biryani was really bad though. First place, the chicken pieces were almost nill and the spice level was not good. ",neutral
1198,1010,2020-04-23 23:25:26,2020-04-24,Lunch,1,2,,,
1199,1031,2020-04-23 23:50:26,2020-04-24,Lunch,1,0,3.0,perfect veggie food. Absolutely loved the spicy tangy food,positive
1200,1037,2020-04-24 00:14:26,2020-04-24,Lunch,1,2,,,
1201,1014,2020-04-24 00:31:26,2020-04-24,Lunch,1,1,1.0,Food tasted so bland,neutral
1202,1020,2020-04-24 00:37:26,2020-04-24,Lunch,1,2,2.0,"Although the food tasted good, the roti was very rubbery and the chicken curry was filled with bones.",neutral
1204,1012,2020-04-24 00:54:26,2020-04-24,Lunch,1,1,3.0,Nice Flavour,positive
1203,1044,2020-04-24 00:54:26,2020-04-24,Lunch,1,2,2.0,"just average, rice should have been boiled little more",neutral
1205,1011,2020-04-24 01:09:26,2020-04-24,Lunch,1,0,,,
1206,1007,2020-04-24 01:15:26,2020-04-24,Lunch,1,1,,,
1207,1048,2020-04-24 01:49:26,2020-04-24,Lunch,1,2,1.0,Paneer was very hard... Very disappointed... With taste...,neutral
1208,1038,2020-04-24 02:14:26,2020-04-24,Lunch,1,0,,,
1209,1008,2020-04-24 02:48:26,2020-04-24,Lunch,1,1,,,
1210,1030,2020-04-24 02:52:26,2020-04-24,Lunch,1,2,,,
1211,1015,2020-04-24 03:28:26,2020-04-24,Lunch,1,2,1.0,the smell of the food too odd,neutral
1212,1045,2020-04-24 03:31:26,2020-04-24,Lunch,1,0,3.0,Curd rice is well mixed and tasted so good ,neutral
1213,1040,2020-04-24 04:01:26,2020-04-24,Lunch,1,2,3.0,Chicken pieces in biryani are yummy and tasty,neutral
1214,1041,2020-04-24 05:42:26,2020-04-24,Lunch,1,0,,,
1215,1006,2020-04-24 05:48:26,2020-04-24,Lunch,1,1,,,
1216,1033,2020-04-24 06:41:26,2020-04-24,Lunch,1,1,1.0,"Chicken Biryani was downright terrible however. In front of the rest of the competition, the chicken pieces were nearly nill and the flavor level was bad.",neutral
1217,1039,2020-04-24 06:43:26,2020-04-24,Lunch,1,0,,,
1218,1042,2020-04-24 07:01:26,2020-04-24,Lunch,1,1,3.0,Everything tasted amazing,positive
1219,1001,2020-04-24 07:08:26,2020-04-24,Lunch,1,0,,,
1220,1036,2020-04-24 07:37:26,2020-04-24,Lunch,1,2,,,
1221,1049,2020-04-24 08:36:26,2020-04-24,Lunch,1,0,3.0,flavorful,neutral
1222,1009,2020-04-24 08:41:26,2020-04-24,Lunch,1,2,,,
325,1029,2020-04-24 10:12:26,2020-04-24,Dinner,1,3,,,
326,1020,2020-04-24 11:53:26,2020-04-24,Dinner,1,3,1.0,The biryani wasn’t hot and it wasn’t flavourful either. They really need to work on it! Meat was undercooked and so was the rice.,neutral
327,1038,2020-04-24 12:32:26,2020-04-24,Dinner,1,12,,,
328,1028,2020-04-24 13:09:26,2020-04-24,Dinner,1,3,,,
329,1014,2020-04-24 13:48:26,2020-04-24,Dinner,1,3,3.0,Rotis are soft and curry tasted fine,neutral
330,1012,2020-04-24 14:37:26,2020-04-24,Dinner,1,12,3.0,Curry was tasty with good amount of paneer,neutral
331,1018,2020-04-24 14:45:26,2020-04-24,Dinner,1,12,,,
332,1002,2020-04-24 14:48:26,2020-04-24,Dinner,1,3,,,
333,1016,2020-04-24 15:20:26,2020-04-24,Dinner,1,12,2.0,Quantity was very less for chicken curry,neutral
334,1027,2020-04-24 15:30:26,2020-04-24,Dinner,1,3,,,
1223,1039,2020-04-26 15:18:26,2020-04-27,Lunch,1,11,,,
1224,1046,2020-04-26 15:57:26,2020-04-27,Lunch,1,13,3.0, gravy served with biryani which was really tasty,neutral
1225,1002,2020-04-26 16:03:26,2020-04-27,Lunch,1,4,2.0,Veg biryani was okay. It was not bad but not the good biryanis you would remember for long. Had very less vegetables in it but adequate Masala. A little too spicy for me. ,neutral
1226,1045,2020-04-26 17:27:26,2020-04-27,Lunch,1,8,,,
1227,1048,2020-04-26 17:59:26,2020-04-27,Lunch,1,6,,,
1228,1008,2020-04-26 19:02:26,2020-04-27,Lunch,1,11,,,
1229,1010,2020-04-26 19:04:26,2020-04-27,Lunch,1,3,,,
1230,1047,2020-04-26 20:12:26,2020-04-27,Lunch,1,12,,,
1231,1003,2020-04-26 20:20:26,2020-04-27,Lunch,1,8,2.0,the items in the thali were inadequate,neutral
1232,1023,2020-04-26 20:39:26,2020-04-27,Lunch,1,7,2.0,Dal is inedible and unworthy.,neutral
1233,1011,2020-04-26 21:11:26,2020-04-27,Lunch,1,13,,,
1234,1020,2020-04-26 21:27:26,2020-04-27,Lunch,1,3,1.0,Bad unhygienic tasteless food,negative
1235,1009,2020-04-26 22:13:26,2020-04-27,Lunch,1,10,,,
1236,1021,2020-04-26 22:24:26,2020-04-27,Lunch,1,9,2.0,Raitha served with biryani is watery. ,neutral
1237,1017,2020-04-26 22:49:26,2020-04-27,Lunch,1,7,,,
1238,1040,2020-04-26 22:56:26,2020-04-27,Lunch,1,3,3.0,Excellent taste and quality food,neutral
1239,1028,2020-04-26 23:00:26,2020-04-27,Lunch,1,12,,,
1240,1037,2020-04-27 01:04:26,2020-04-27,Lunch,1,4,3.0,"I really liked dal, sambar, rasam.",neutral
1241,1042,2020-04-27 01:06:26,2020-04-27,Lunch,1,10,,,
1242,1032,2020-04-27 01:26:26,2020-04-27,Lunch,1,3,,,
1243,1034,2020-04-27 02:47:26,2020-04-27,Lunch,1,3,3.0,Curry is good and Roti's are also fine,neutral
1244,1006,2020-04-27 03:04:26,2020-04-27,Lunch,1,11,,,
1245,1043,2020-04-27 04:25:26,2020-04-27,Lunch,1,10,3.0,Brinjal curry is simply delicious,neutral
1246,1044,2020-04-27 04:42:26,2020-04-27,Lunch,1,7,,,
1247,1035,2020-04-27 04:58:26,2020-04-27,Lunch,1,12,1.0,paneer butter masala and roti's were pathetic,neutral
1248,1036,2020-04-27 05:14:26,2020-04-27,Lunch,1,12,,,
1249,1013,2020-04-27 07:20:26,2020-04-27,Lunch,1,8,3.0,"Paneer curry was much better than last time , just the right amount of spice",neutral
1250,1004,2020-04-27 07:39:26,2020-04-27,Lunch,1,4,3.0,food is delectable,positive
1251,1029,2020-04-27 08:09:26,2020-04-27,Lunch,1,13,3.0,The food is tasty and looks healthy.,neutral
1252,1031,2020-04-27 08:28:26,2020-04-27,Lunch,1,10,,,
1253,1001,2020-04-27 08:49:26,2020-04-27,Lunch,1,13,,,
1254,1026,2020-04-27 08:50:26,2020-04-27,Lunch,1,4,,,
335,1018,2020-04-27 10:06:26,2020-04-27,Dinner,1,12,3.0,Whole meal is appetizing,neutral
336,1038,2020-04-27 10:47:26,2020-04-27,Dinner,1,12,,,
337,1046,2020-04-27 11:24:26,2020-04-27,Dinner,1,12,3.0,Biryani tasted delicious,positive
338,1032,2020-04-27 12:50:26,2020-04-27,Dinner,1,3,,,
339,1029,2020-04-27 12:57:26,2020-04-27,Dinner,1,12,,,
340,1006,2020-04-27 13:35:26,2020-04-27,Dinner,1,12,,,
341,1016,2020-04-27 13:40:26,2020-04-27,Dinner,1,12,,,
342,1030,2020-04-27 14:18:26,2020-04-27,Dinner,1,3,,,
343,1022,2020-04-27 14:38:26,2020-04-27,Dinner,1,3,3.0,Biryani is so divine,positive
344,1050,2020-04-27 14:55:26,2020-04-27,Dinner,1,3,,,
1255,1034,2020-04-27 15:21:26,2020-04-28,Lunch,1,14,,,
345,1020,2020-04-27 15:35:26,2020-04-27,Dinner,1,12,,,
1256,1009,2020-04-27 16:50:26,2020-04-28,Lunch,1,7,1.0,"Aloo is not cooked at all , it tasted really bad",neutral
1257,1042,2020-04-27 17:54:26,2020-04-28,Lunch,1,12,,,
1258,1004,2020-04-27 18:22:26,2020-04-28,Lunch,1,1,,,
1259,1011,2020-04-27 18:53:26,2020-04-28,Lunch,1,5,1.0,It felt like watery sambhar there were no veggies.,neutral
1260,1031,2020-04-27 20:00:26,2020-04-28,Lunch,1,5,1.0,Parotta was not fresh and the chicken curry provided had a weird smell.,neutral
1261,1005,2020-04-27 20:10:26,2020-04-28,Lunch,1,14,3.0,Great food . delicious,positive
1262,1024,2020-04-27 20:14:26,2020-04-28,Lunch,1,2,,,
1263,1048,2020-04-27 20:15:26,2020-04-28,Lunch,1,14,,,
1264,1021,2020-04-27 20:19:26,2020-04-28,Lunch,1,7,3.0,Foods smelled so tempting and taste is equally good,neutral
1265,1014,2020-04-27 20:46:26,2020-04-28,Lunch,1,2,,,
1266,1044,2020-04-27 23:11:26,2020-04-28,Lunch,1,12,,,
1267,1010,2020-04-27 23:26:26,2020-04-28,Lunch,1,1,,,
1268,1016,2020-04-28 00:48:26,2020-04-28,Lunch,1,4,,,
1269,1035,2020-04-28 00:55:26,2020-04-28,Lunch,1,3,,,
1270,1007,2020-04-28 01:16:26,2020-04-28,Lunch,1,1,,,
1271,1039,2020-04-28 01:28:26,2020-04-28,Lunch,1,4,,,
1272,1027,2020-04-28 02:11:26,2020-04-28,Lunch,1,4,,,
1273,1040,2020-04-28 02:20:26,2020-04-28,Lunch,1,5,,,
1274,1017,2020-04-28 03:09:26,2020-04-28,Lunch,1,0,1.0,"Aloo is not cooked at all , it tasted really bad",neutral
1275,1041,2020-04-28 04:43:26,2020-04-28,Lunch,1,14,2.0,"Food is not cooked properly and taste is bad. Roti's are burnt too much it became like papad , chicken curry is very hard to eat",neutral
1276,1036,2020-04-28 04:46:26,2020-04-28,Lunch,1,0,,,
1277,1019,2020-04-28 05:45:26,2020-04-28,Lunch,1,7,3.0,Excellent taste and quality food,neutral
1278,1032,2020-04-28 05:48:26,2020-04-28,Lunch,1,5,,,
1279,1001,2020-04-28 05:56:26,2020-04-28,Lunch,1,4,,,
1280,1013,2020-04-28 06:49:26,2020-04-28,Lunch,1,3,,,
1281,1046,2020-04-28 08:24:26,2020-04-28,Lunch,1,14,,,
1282,1006,2020-04-28 08:53:26,2020-04-28,Lunch,1,5,,,
346,1022,2020-04-28 10:04:26,2020-04-28,Dinner,1,3,,,
347,1041,2020-04-28 12:18:26,2020-04-28,Dinner,1,3,,,
348,1046,2020-04-28 13:06:26,2020-04-28,Dinner,1,12,3.0,"Sambar rice is absolutely delightful, thick and tasty",neutral
349,1050,2020-04-28 13:43:26,2020-04-28,Dinner,1,3,,,
350,1016,2020-04-28 13:45:26,2020-04-28,Dinner,1,3,,,
351,1006,2020-04-28 13:57:26,2020-04-28,Dinner,1,12,3.0,"I had Thotakura Pappu and Sambar Rice with Bangaladumpa Fry, both are delicious",neutral
352,1018,2020-04-28 14:27:26,2020-04-28,Dinner,1,3,,,
1283,1019,2020-04-28 15:07:26,2020-04-29,Lunch,1,9,3.0,Chicken curry is good.,neutral
1284,1050,2020-04-28 15:12:26,2020-04-29,Lunch,1,7,3.0,Curd rice is well mixed and tasted so good ,neutral
1285,1012,2020-04-28 15:19:26,2020-04-29,Lunch,1,4,3.0,Biryani is so divine,positive
1286,1006,2020-04-28 15:21:26,2020-04-29,Lunch,1,10,,,
353,1001,2020-04-28 15:30:26,2020-04-28,Dinner,1,12,3.0,Foods smelled so tempting and taste is equally good,neutral
1287,1043,2020-04-28 16:05:26,2020-04-29,Lunch,1,12,3.0,veg biryani was really good.,neutral
1288,1018,2020-04-28 16:14:26,2020-04-29,Lunch,1,10,,,
1289,1022,2020-04-28 16:48:26,2020-04-29,Lunch,1,11,3.0,tasty veg thali. Sambar and rasam were delicious. ,neutral
1290,1039,2020-04-28 17:28:26,2020-04-29,Lunch,1,9,,,
1291,1030,2020-04-28 17:45:26,2020-04-29,Lunch,1,9,3.0,"Biryani is mouthwatering , chicken is well cooked",neutral
1292,1036,2020-04-28 19:14:26,2020-04-29,Lunch,1,13,1.0,the pulav taste was so worst,negative
1293,1032,2020-04-28 19:30:26,2020-04-29,Lunch,1,4,,,
1294,1049,2020-04-28 20:02:26,2020-04-29,Lunch,1,12,,,
1295,1024,2020-04-28 20:08:26,2020-04-29,Lunch,1,11,3.0,Good taste .....gongura rice is good,positive
1296,1015,2020-04-28 20:31:26,2020-04-29,Lunch,1,11,1.0,The biryani wasn’t hot and it wasn’t flavourful either. They really need to work on it! Meat was undercooked and so was the rice.,neutral
1297,1035,2020-04-28 21:11:26,2020-04-29,Lunch,1,8,,,
1298,1047,2020-04-28 21:22:26,2020-04-29,Lunch,1,9,,,
1299,1017,2020-04-28 21:35:26,2020-04-29,Lunch,1,9,3.0,"Food is delicious, not spicy and not oily.",neutral
1300,1038,2020-04-28 22:00:26,2020-04-29,Lunch,1,8,3.0,The aroma of the Biryani is enticing. The biryani has generous amounts of paneer and has right consistency of spice levels just like home made.,neutral
1301,1026,2020-04-28 22:27:26,2020-04-29,Lunch,1,4,,,
1302,1003,2020-04-28 22:31:26,2020-04-29,Lunch,1,3,3.0,Whole meal is appetizing,neutral
1303,1021,2020-04-28 22:58:26,2020-04-29,Lunch,1,3,2.0," In Thali rice itself is not cooked, too grainy",neutral
1304,1034,2020-04-28 23:17:26,2020-04-29,Lunch,1,5,3.0,"Biryani is mouthwatering , chicken is well cooked",neutral
1305,1045,2020-04-28 23:46:26,2020-04-29,Lunch,1,3,,,
1306,1008,2020-04-29 01:52:26,2020-04-29,Lunch,1,8,2.0,the quantity of pulao and chicken curry was completely less compared to their starting time.,neutral
1307,1002,2020-04-29 01:54:26,2020-04-29,Lunch,1,7,3.0,The food is tasty and looks healthy.,neutral
1308,1046,2020-04-29 02:31:26,2020-04-29,Lunch,1,6,3.0,"Dal is really good , curry is OK , overall its edible but can be improved",neutral
1309,1023,2020-04-29 02:41:26,2020-04-29,Lunch,1,9,3.0,"I had Thotakura Pappu and Sambar Rice with Bangaladumpa Fry, both are delicious",neutral
1310,1001,2020-04-29 03:02:26,2020-04-29,Lunch,1,3,,,
1311,1029,2020-04-29 03:35:26,2020-04-29,Lunch,1,10,3.0, good and sufficient meal,neutral
1312,1004,2020-04-29 04:02:26,2020-04-29,Lunch,1,5,2.0,Quantity was very less for chicken curry,neutral
1313,1033,2020-04-29 04:23:26,2020-04-29,Lunch,1,3,,,
1314,1016,2020-04-29 04:27:26,2020-04-29,Lunch,1,6,1.0,Terrible curry ever seen seemed to have no salt and a high proportion of oil in it.,neutral
1315,1011,2020-04-29 05:20:26,2020-04-29,Lunch,1,3,,,
1316,1013,2020-04-29 05:39:26,2020-04-29,Lunch,1,3,,,
1317,1041,2020-04-29 06:13:26,2020-04-29,Lunch,1,12,,,
1318,1020,2020-04-29 07:29:26,2020-04-29,Lunch,1,6,,,
1319,1009,2020-04-29 08:12:26,2020-04-29,Lunch,1,4,,,
354,1041,2020-04-29 11:19:26,2020-04-29,Dinner,1,3,3.0,Loved the taste,positive
355,1012,2020-04-29 11:42:26,2020-04-29,Dinner,1,12,,,
356,1016,2020-04-29 12:19:26,2020-04-29,Dinner,1,3,3.0,flavorful,neutral
357,1029,2020-04-29 12:23:26,2020-04-29,Dinner,1,3,,,
358,1035,2020-04-29 12:40:26,2020-04-29,Dinner,1,12,2.0,curd was not at all good. rasam and curry were avg. remaining items were good,neutral
359,1030,2020-04-29 13:18:26,2020-04-29,Dinner,1,12,3.0,Loved the taste,positive
360,1050,2020-04-29 14:49:26,2020-04-29,Dinner,1,3,,,
1320,1047,2020-04-29 15:42:26,2020-04-30,Lunch,1,7,,,
1321,1037,2020-04-29 15:47:26,2020-04-30,Lunch,1,7,,,
1322,1038,2020-04-29 16:23:26,2020-04-30,Lunch,1,3,3.0,Rotis are soft and curry tasted fine,neutral
1323,1019,2020-04-29 16:44:26,2020-04-30,Lunch,1,3,3.0,Chicken pieces in biryani are yummy and tasty,neutral
1324,1022,2020-04-29 16:54:26,2020-04-30,Lunch,1,5,2.0,The dishes are quite spicy that we could not complete it,neutral
1325,1006,2020-04-29 17:27:26,2020-04-30,Lunch,1,12,,,
1326,1003,2020-04-29 18:12:26,2020-04-30,Lunch,1,5,,,
1327,1040,2020-04-29 18:23:26,2020-04-30,Lunch,1,12,3.0,Great food . delicious,positive
1328,1039,2020-04-29 19:31:26,2020-04-30,Lunch,1,0,,,
1329,1008,2020-04-29 20:26:26,2020-04-30,Lunch,1,12,,,
1330,1028,2020-04-29 21:21:26,2020-04-30,Lunch,1,3,,,
1331,1049,2020-04-29 21:29:26,2020-04-30,Lunch,1,1,,,
1332,1045,2020-04-29 23:42:26,2020-04-30,Lunch,1,14,,,
1333,1041,2020-04-30 00:06:26,2020-04-30,Lunch,1,2,,,
1334,1036,2020-04-30 00:27:26,2020-04-30,Lunch,1,0,2.0,"no flavor, no taste",negative
1335,1015,2020-04-30 01:04:26,2020-04-30,Lunch,1,3,,,
1336,1009,2020-04-30 01:18:26,2020-04-30,Lunch,1,0,1.0,tasteless and worthless Biryani,neutral
1337,1048,2020-04-30 01:25:26,2020-04-30,Lunch,1,1,1.0,The biryani wasn’t hot and it wasn’t flavourful either. They really need to work on it! Meat was undercooked and so was the rice.,neutral
1338,1004,2020-04-30 01:26:26,2020-04-30,Lunch,1,1,1.0,egg curry tasted horrible and pungent,neutral
1339,1031,2020-04-30 01:55:26,2020-04-30,Lunch,1,14,3.0,potato fry taste was super feels like homemade ,positive
1340,1030,2020-04-30 02:24:26,2020-04-30,Lunch,1,7,3.0,Excellent taste and quality food,neutral
1341,1044,2020-04-30 02:24:26,2020-04-30,Lunch,1,12,,,
1342,1035,2020-04-30 02:54:26,2020-04-30,Lunch,1,3,2.0,"Biryani was really bad though. First place, the chicken pieces were almost nill and the spice level was not good. ",neutral
1343,1046,2020-04-30 02:59:26,2020-04-30,Lunch,1,0,,,
1344,1014,2020-04-30 03:31:26,2020-04-30,Lunch,1,1,,,
1345,1021,2020-04-30 04:20:26,2020-04-30,Lunch,1,14,,,
1346,1017,2020-04-30 04:49:26,2020-04-30,Lunch,1,1,,,
1347,1024,2020-04-30 05:12:26,2020-04-30,Lunch,1,1,2.0,utterly disappointed with the taste and quality of the food,neutral
1348,1032,2020-04-30 06:06:26,2020-04-30,Lunch,1,3,,,
1349,1001,2020-04-30 06:23:26,2020-04-30,Lunch,1,5,,,
1350,1020,2020-04-30 07:33:26,2020-04-30,Lunch,1,2,2.0,curd was not at all good. rasam and curry were avg. remaining items were good,neutral
1351,1011,2020-04-30 08:17:26,2020-04-30,Lunch,1,0,1.0,Terrible curry ever seen seemed to have no salt and a high proportion of oil in it.,neutral
1352,1023,2020-04-30 08:21:26,2020-04-30,Lunch,1,2,,,
1353,1013,2020-04-30 08:22:26,2020-04-30,Lunch,1,12,3.0,Curry was tasty with good amount of paneer,neutral
361,1038,2020-04-30 10:22:26,2020-04-30,Dinner,1,12,1.0,the smell of the food too odd,neutral
362,1032,2020-04-30 10:39:26,2020-04-30,Dinner,1,3,,,
363,1029,2020-04-30 10:41:26,2020-04-30,Dinner,1,3,,,
365,1001,2020-04-30 11:17:26,2020-04-30,Dinner,1,3,,,
364,1006,2020-04-30 11:17:26,2020-04-30,Dinner,1,3,1.0,tasteless and worthless Biryani,neutral
366,1046,2020-04-30 11:29:26,2020-04-30,Dinner,1,3,2.0,Raitha served with biryani is watery. ,neutral
367,1050,2020-04-30 12:59:26,2020-04-30,Dinner,1,12,3.0,Delicious food,positive
368,1027,2020-04-30 14:13:26,2020-04-30,Dinner,1,3,3.0,Curd rice is well mixed and tasted so good ,neutral
369,1020,2020-04-30 14:33:26,2020-04-30,Dinner,1,12,,,
370,1022,2020-04-30 14:50:26,2020-04-30,Dinner,1,12,3.0,Chicken pieces in biryani are yummy and tasty,neutral
1354,1015,2020-04-30 15:04:26,2020-05-01,Lunch,1,0,,,
1355,1004,2020-04-30 15:37:26,2020-05-01,Lunch,1,0,,,
1356,1050,2020-04-30 16:40:26,2020-05-01,Lunch,1,1,3.0,"Dal is really good , curry is OK , overall its edible but can be improved",neutral
1357,1007,2020-04-30 17:06:26,2020-05-01,Lunch,1,1,1.0,"roti isn’t hot, and the chicken curry served had a peculiar odor.",neutral
1358,1049,2020-04-30 17:09:26,2020-05-01,Lunch,1,0,,,
1359,1009,2020-04-30 17:13:26,2020-05-01,Lunch,1,0,3.0,Curry is yummy,positive
1360,1025,2020-04-30 17:19:26,2020-05-01,Lunch,1,1,2.0,the items in the thali were inadequate,neutral
1361,1034,2020-04-30 18:30:26,2020-05-01,Lunch,1,0,,,
1362,1035,2020-04-30 18:53:26,2020-05-01,Lunch,1,1,3.0,Excellent taste and quality food,neutral
1363,1021,2020-04-30 18:54:26,2020-05-01,Lunch,1,0,2.0,the items in the thali were inadequate,neutral
1364,1020,2020-04-30 19:24:26,2020-05-01,Lunch,1,1,2.0,The food was so spicy that we were not able to eat what we had ordered.,neutral
1365,1047,2020-04-30 19:25:26,2020-05-01,Lunch,1,1,,,
1366,1010,2020-04-30 19:32:26,2020-05-01,Lunch,1,0,,,
1367,1043,2020-04-30 20:11:26,2020-05-01,Lunch,1,1,,,
1368,1031,2020-04-30 20:34:26,2020-05-01,Lunch,1,2,1.0,Food tasted so bland,neutral
1369,1022,2020-04-30 20:37:26,2020-05-01,Lunch,1,0,3.0,Homely food.. Loved it...!!,positive
1370,1041,2020-04-30 20:38:26,2020-05-01,Lunch,1,1,,,
1371,1029,2020-04-30 21:23:26,2020-05-01,Lunch,1,2,,,
1372,1014,2020-04-30 22:04:26,2020-05-01,Lunch,1,1,3.0, good and sufficient meal,neutral
1373,1011,2020-04-30 22:33:26,2020-05-01,Lunch,1,2,,,
1374,1042,2020-04-30 23:38:26,2020-05-01,Lunch,1,0,,,
1375,1016,2020-04-30 23:39:26,2020-05-01,Lunch,1,0,3.0,veg biryani was really good.,neutral
1376,1012,2020-04-30 23:50:26,2020-05-01,Lunch,1,2,,,
1377,1026,2020-05-01 00:32:26,2020-05-01,Lunch,1,1,,,
1378,1036,2020-05-01 00:36:26,2020-05-01,Lunch,1,1,,,
1379,1005,2020-05-01 01:21:26,2020-05-01,Lunch,1,1,,,
1380,1001,2020-05-01 01:31:26,2020-05-01,Lunch,1,1,,,
1381,1040,2020-05-01 01:37:26,2020-05-01,Lunch,1,0,3.0,potato fry taste was super feels like homemade ,positive
1382,1033,2020-05-01 01:54:26,2020-05-01,Lunch,1,2,,,
1383,1008,2020-05-01 02:10:26,2020-05-01,Lunch,1,0,2.0,The dishes are quite spicy that we could not complete it,neutral
1384,1044,2020-05-01 02:23:26,2020-05-01,Lunch,1,0,,,
1385,1024,2020-05-01 02:24:26,2020-05-01,Lunch,1,1,1.0, paneer biryani taste was worst,negative
1386,1045,2020-05-01 02:29:26,2020-05-01,Lunch,1,1,,,
1387,1019,2020-05-01 02:34:26,2020-05-01,Lunch,1,2,3.0,Chicken curry is good.,neutral
1388,1013,2020-05-01 03:25:26,2020-05-01,Lunch,1,0,3.0,perfect veggie food. Absolutely loved the spicy tangy food,positive
1389,1018,2020-05-01 03:38:26,2020-05-01,Lunch,1,2,3.0,Brinjal curry is simply delicious,neutral
1390,1039,2020-05-01 03:43:26,2020-05-01,Lunch,1,1,3.0,tasty veg thali. Sambar and rasam were delicious. ,neutral
1391,1037,2020-05-01 05:17:26,2020-05-01,Lunch,1,0,,,
1392,1017,2020-05-01 05:36:26,2020-05-01,Lunch,1,2,,,
1393,1027,2020-05-01 07:21:26,2020-05-01,Lunch,1,2,3.0,Everything tasted amazing,positive
1394,1048,2020-05-01 07:35:26,2020-05-01,Lunch,1,2,,,
1395,1028,2020-05-01 07:47:26,2020-05-01,Lunch,1,1,3.0,potato fry taste was super feels like homemade ,positive
1396,1002,2020-05-01 07:53:26,2020-05-01,Lunch,1,2,3.0,Curry flavour is good and rotis are perfect,positive
1397,1038,2020-05-01 08:27:26,2020-05-01,Lunch,1,0,1.0,"roti isn’t hot, and the chicken curry served had a peculiar odor.",neutral
1398,1032,2020-05-01 08:46:26,2020-05-01,Lunch,1,0,,,
371,1002,2020-05-01 10:27:26,2020-05-01,Dinner,1,3,3.0,Food is awesome,positive
372,1029,2020-05-01 10:29:26,2020-05-01,Dinner,1,3,,,
373,1038,2020-05-01 10:45:26,2020-05-01,Dinner,1,12,3.0,food is delectable,positive
374,1001,2020-05-01 11:51:26,2020-05-01,Dinner,1,3,,,
375,1046,2020-05-01 12:01:26,2020-05-01,Dinner,1,3,,,
376,1028,2020-05-01 12:34:26,2020-05-01,Dinner,1,3,1.0,The food was not good at all. No balance in the flavours and the chicken smells raw.,neutral
377,1018,2020-05-01 13:58:26,2020-05-01,Dinner,1,3,2.0,"Chicken biryani is not mixed well , either its all rice or too much masala and pieces arent well cooked",neutral
378,1016,2020-05-01 14:54:26,2020-05-01,Dinner,1,3,1.0,"Chicken Biryani was downright terrible however. In front of the rest of the competition, the chicken pieces were nearly nill and the flavor level was bad.",neutral
379,1025,2020-05-01 15:19:26,2020-05-01,Dinner,1,12,3.0,Veg biryani is worth the price,neutral
1399,1013,2020-05-03 16:37:26,2020-05-04,Lunch,1,3,,,
1400,1041,2020-05-03 17:15:26,2020-05-04,Lunch,1,7,3.0,"Dal is really good , curry is OK , overall its edible but can be improved",neutral
1401,1002,2020-05-03 17:39:26,2020-05-04,Lunch,1,10,,,
1402,1009,2020-05-03 18:25:26,2020-05-04,Lunch,1,12,2.0,"curry is a bit oily , can be improved",neutral
1403,1021,2020-05-03 18:33:26,2020-05-04,Lunch,1,12,,,
1404,1022,2020-05-03 19:37:26,2020-05-04,Lunch,1,10,1.0,completely frustrated with the taste and nature of the food,neutral
1405,1011,2020-05-03 19:57:26,2020-05-04,Lunch,1,8,2.0," In Thali rice itself is not cooked, too grainy",neutral
1406,1007,2020-05-03 20:42:26,2020-05-04,Lunch,1,5,,,
1407,1003,2020-05-03 21:33:26,2020-05-04,Lunch,1,8,,,
1408,1046,2020-05-03 21:44:26,2020-05-04,Lunch,1,12,3.0,veg biryani was really good.,neutral
1409,1029,2020-05-03 22:56:26,2020-05-04,Lunch,1,11,3.0,potato fry taste was super feels like homemade ,positive
1410,1043,2020-05-03 23:08:26,2020-05-04,Lunch,1,7,,,
1411,1008,2020-05-03 23:41:26,2020-05-04,Lunch,1,8,,,
1412,1042,2020-05-03 23:48:26,2020-05-04,Lunch,1,12,,,
1413,1001,2020-05-04 00:48:26,2020-05-04,Lunch,1,11,2.0,"Although the food tasted good, the roti was very rubbery and the chicken curry was filled with bones.",neutral
1414,1049,2020-05-04 01:39:26,2020-05-04,Lunch,1,11,3.0,Curry was tasty with good amount of paneer,neutral
1415,1019,2020-05-04 01:42:26,2020-05-04,Lunch,1,13,1.0,egg curry is salty and tasteless,neutral
1416,1038,2020-05-04 01:53:26,2020-05-04,Lunch,1,4,2.0,"curry is a bit oily , can be improved",neutral
1417,1027,2020-05-04 02:00:26,2020-05-04,Lunch,1,11,3.0,Great food . delicious,positive
1418,1014,2020-05-04 02:04:26,2020-05-04,Lunch,1,12,,,
1419,1033,2020-05-04 02:40:26,2020-05-04,Lunch,1,6,,,
1420,1020,2020-05-04 02:52:26,2020-05-04,Lunch,1,10,3.0,Chicken curry is really tasty and rotis are perfect,neutral
1421,1044,2020-05-04 03:11:26,2020-05-04,Lunch,1,6,3.0,Biryani is so divine,positive
1422,1024,2020-05-04 03:14:26,2020-05-04,Lunch,1,12,,,
1423,1023,2020-05-04 03:25:26,2020-05-04,Lunch,1,7,2.0,Raitha served with biryani is watery. ,neutral
